i_id,s_id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality,company,ticker,page_number,pdf_url,company_source
10408,V4000_43092,中華電信董事會為公司最高治理機構，依據相關法令規章及股東會賦予之職權，制定並遵循各項法規與辦法，並負責擬定、監督及核准公司整體永續發展策略及 ESG 資訊之報導。董事之提名與選任係依據公司章程及相關法規辦理，採候選人提名制度，由董事會及符合持股門檻之股東提名人選，經公告與法定程序完成提名作業。獨立董事之資格與遴選，亦符合《公開發行公司獨立董事設置及應遵循事項辦法》，並依據中華電信《公司治理守則》第二十四條進行辦理，確保董事會成員具備獨立性與專業性，強化公司整體治理效能。,G,Yes,中華電信董事會為公司最高治理機構，依據相關法令規章及股東會賦予之職權，制定並遵循各項法規與辦法，,already,Yes,董事之資格與遴選，亦符合《公開發行公司獨立董事設置及應遵循事項辦法》，並依據中華電信《公司治理守則》第二十四條進行辦理，確保董事會成員具備獨立性與專業性，強化公司整體治理效能。,Clear,cht,2412,84,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/cht_2412_page_84.pdf,https://www.cht.com.tw/zh-tw/home/cht/esg
10409,V4000_54075,氣候議題對於企業帶來各項挑戰，為因應未來對氣候風險管理的需求，台新以實際行動回應自身營運「環境永續」與金融業務「淨零碳排」。淨零已是全球議題，也是所有企業的責任及使命。台新金控為積極實踐淨零，除 2021 年台新金控加入「台灣淨零排放協會」外，2023 年更進一步承諾科學基礎減量目標－淨零（SBT net zero），以 2050 年為全面淨零長期目標。,E,Yes,2050 年為全面淨零長期目標。,longer_than_5_years,Yes,2021 年台新金控加入「台灣淨零排放協會」外，2023 年更進一步承諾科學基礎減量目標－淨零（SBT net zero），,Clear,taishin,2887,69,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/taishin_2887_page_69.pdf,https://www.tsholdings.com.tw/tsh/responsibility/report/
10410,V4000_31004,本公司主管人員性別比例相近，內勤部級以上主管包含總經理、處級及部級管理人員，總經理轄下一階處級主管女性占比為 50%，部級以上主管女性占比為 47.1%，部級 ( 不含 ) 以下主管女性占比 60.5%。外勤人員的通訊處主管女性占比為 45.5%，其他主管女性占比 60.3%。整體而言，各級主管任一性別比例皆有達 1/3。,S,No,,N/A,N/A,,N/A,fubon,2881,57,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fubon_2881_page_57.pdf,https://esg.fubonlife.com.tw/esg-report
10411,V4000_44026,華南銀行土城新資訊大樓於 2022 年落成，該大樓位於新北市屬經濟部工業區管轄範圍，為全國工業區採都市更新方式興建首例，並獲新北市政府指定為新北市工業區都市更新示範基地，興建設計構想為老舊的工業區中創造便捷及價值的廠辦大樓，並退縮建物，增加綠道及廣場，提供舒適的園區連通空間。2023 年 5 月 19 日取得國內綠建築黃金級標章，同年通過內政部頒發優良綠建築入圍證書，並獲頒經濟部工業區全國綠化績優單位之一。本案在綠化量、基地保水、日常節能、廢棄物減量、等指標均有相當高的成效，是傳統工業區廠房類建築少有的金級以上綠建築案例。,E,No,,N/A,N/A,,N/A,hnfhc,2880,132,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/hnfhc_2880_page_132.pdf,https://www.hnfhc.com.tw/HNFHC/csr/a.do?id=3b652cac56000000f6ca&parent_menu=2
10412,V4000_57067,便利商店服務型態所產生之食品廢棄物型態依價值鏈流程可分為四類，包含上游代工廠生產所產生之剩食、物流運送作業中產生之耗損、門市營運所產生之鮮食報廢品及剩食。食品廢棄物若未妥善管理，不僅造成糧食資源浪費，還可能影響全球糧食供應穩定，進而衍生糧食安全問題。而廢棄食品在掩埋與分解過程中會釋放大量甲烷，其溫室效應應遠高於二氧化碳，亦會進一步加劇全球暖化。因此，統一超商在 2020 年承諾 2030 年剩食減半目標 (以 2019 年為基準年之門市端及工廠端之剩食廢棄量）後，詳細盤點食品廢棄物流向，並於 2021 年起推行四項管理指標，分別為：鮮食報廢率逐年下降、代工廠生產耗損下降、物流作業耗損下降，及門市剩食回收率上升。針對剩食議題的管理，統一超商內部包含鮮食單位、行銷企劃單位、物流企劃單位及營業相關部門之最高階主管，透過每個月的定期會議，對於這四項管理指標定期檢視及監測績效，持續在生產、訂貨配送、零售等三個階段，規劃剩食減量及降低食材耗損專案，從源頭減少剩食。,E,Yes,透過每個月的定期會議，對於這四項管理指標定期檢視及監測績效， ｜ 持續在生產、訂貨配送、零售等三個階段，規劃剩食減量及降低食材耗損專案，從源頭減少剩食。,longer_than_5_years,Yes,便利商店服務型態所產生之食品廢棄物型態依價值鏈流程可分為四類，包含上游代工廠生產所產生之剩食、物流運送作業中產生之耗損、門市營運所產生之鮮食報廢品及剩食。,Not Clear,pcsc,2912,58,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/pcsc_2912_page_58.pdf,https://www.7-11.com.tw/Company/esg/reports.aspx
10413,V4000_54091,"人權是全體人類所有的權利，無論種族、性別、性傾向、國籍、語言、宗教或任何其他身份皆然。台新堅守與維護人權信念與價值，遵循世界人權宣言 ( Universal Declaration of Human Rights )、國際勞工組織 ( International Labor Organization, ILO )、聯合國企業與人權指導原則 ( The UN Guiding Principles on Business & Human Rights )、赤道原則 ( Equator Principles ) 等國際規範，並且恪遵台灣與當地營運據點相關法令。檢視台新員工、客戶 ( 包含放款對象 ) 與供應商是人權關聯性最高的對象，我們研擬各別的政策、聲明或準則，作為人權保護的最高指導原則。",G,Yes,"台新堅守與維護人權信念與價值，遵循世界人權宣言 ( Universal Declaration of Human Rights )、國際勞工組織 ( International Labor Organization, ILO )、聯合國企業與人權指導原則 ( The UN Guiding Principles on Business & Human Rights )、赤道原則 ( Equator Principles ) 等國際規範，並且恪遵台灣與當地營運據點相關法令。檢",between_2_and_5_years,No,,N/A,taishin,2887,149,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/taishin_2887_page_149.pdf,https://www.tsholdings.com.tw/tsh/responsibility/report/
10414,V4000_42017,為能有效辨別各項永續議題的影響程度，永續發展委員會將正負面衝擊程度進行量化以及絕對值得加總，並同時考量營運團隊評估建議後，永續議題影響排序結果如下：,G,No,,N/A,N/A,,N/A,mediatek,2454,9,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/mediatek_2454_page_9.pdf,https://corp.mediatek.tw/about/sustainability
10415,V4000_52054,此外，瑞昱除了持續強化既有供應商永續績管理，當引入新的供應商時，亦全面要求新的供應商簽署《瑞昱集團供應商行為準則》或提供其所訂定之企業行為準則、責任商業聯盟準則註及無衝突礦產聲明，以落實責任供應鏈管理的實踐，展現瑞昱對責任供應鏈管理的堅定承諾及行動，促進供應鏈夥伴在勞工權益、健康與安全、環境保護和道德規範等方面遵守最高標準。瑞昱 2024 年無新供應商，既有供應商 2024 年《瑞昱集團供應商行為準則》之簽署率為 100%。《瑞昱集團供應商行為準則》詳細內容可參考瑞昱官網。,S,Yes,，瑞昱除了持續強化既有供應商永續績管理，當引入新的供應商時，亦全面要求新的供應商簽署《瑞昱集團供應商行為準則》或提供其所訂定之企業行為準則、責任商業聯盟準則註及無衝突礦產聲明，以落實責任供應鏈管理的實踐，展現瑞昱對責任供應鏈管理的堅定承諾及行動，促進供應鏈夥伴在勞工權益、健康與安全、環境保護和道德規範等方面遵守最高標準。瑞,already,Yes,瑞昱 2024 年無新供應商，既有供應商 2024 年《瑞昱集團供應商行為準則》之簽署率為 100%。《瑞昱集團供應商行為準則》詳細內容可參考瑞昱官網。,Clear,rt,2379,97,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/rt_2379_page_97.pdf,https://www.realtek.com/Article/Index?menu_id=912&lang=zh-TW
10416,V4000_64038,為保障員工工作與生活，合庫依法為員工投保勞保、全民健保、員工團體意外傷害保險等，使員工於執行公務期間能獲得照顧，其眷屬亦可加入團體保險。員工退休或資遣時，則依「員工退休撫卹及資遣辦法」辦理，職工福利委員會亦提供相關補助。針對員工退休後之生活，合庫則依「勞動基準法」、「勞工退休金條例」等規定訂定員工退休制度，按月提繳每位員工投保薪資之 6% 為勞工退休金，使員工退休生活享有所保障。,S,Yes,為保障員工工作與生活，合庫依法為員工投保勞保、全民健保、員工團體意外傷害保險等，使員工於執行公務期間能獲得照顧，其眷屬亦可加入團體保險。,already,Yes,員工退休或資遣時，則依「員工退休撫卹及資遣辦法」辦理，職工福利委員會亦提供相關補助。針對員工退休後之生活，合庫則依「勞動基準法」、「勞工退休金條例」等規定訂定員工退休制度，按月提繳每位員工投保薪資之 6% 為勞工退休金，使員工退休生活享有所保障。,Clear,tcfhc,5880,116,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_116.pdf,https://esg.tcfhc.com.tw/report-download/
10417,V4000_32045,世芯電子參考平時與利害關係人溝通之內容、國家政策趨勢、GRI 準則及各類國際永續指標（SDGs、SASB、TCFD、MSCI 等），以及同業間之洞見蒐集永續相關議題，再依循 GRI 重大主題鑑別流程加以分析排序，並逐一揭露各重大主題的衝擊情形、管理策略及實務狀況，亦據此結果校準世芯電子的永續發展目標及策略，強化外部溝通的有效性。,G,Yes,世芯電子參 ｜ 參考平時與利害關係人溝通之內容、國家政策趨勢、GRI 準則及各類國際永續指標（SDGs、SASB、TCFD、MSCI 等），以及同業間之洞見蒐集永續相關議題，再依循 GRI 重大主題鑑別流程加以分析排序，並逐一揭露各重大主題的衝擊情形、管理策略及實務狀況，亦據此結果校準世芯電子的永續發展目標及策略，強化外部溝通的有效性。,already,Yes,參考平時與利害關係人溝通之內容、國家政策趨勢、GRI 準則及各類國際永續指標（SDGs、SASB、TCFD、MSCI 等），以及同業間之洞見蒐集永續相關議題，再依循 GRI 重大主題鑑別流程加以分析排序，並逐一揭露各重大主題的衝擊情形、管理策略及實務狀況，亦據此結果校準世芯電子的永續發展目標及策略，,Clear,alchip,3661,9,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/alchip_3661_page_9.pdf,https://www.alchip.com/tw/About_Alchip/esg
10418,V4000_51064,中華開發文教基金會贊助「技藝職能獎學金」培育清寒優秀及培育潛在專業技能為目標。獎學金申請對象為具中華民國國民身分且經教育部認可之各公私立高中/職、大專院校（含研究所、碩士班）藝術、體育、技職類清寒優秀學子，以協助清寒優秀學子順利完成學業、精進技能，並在職場上成為技藝達人，翻轉自身更進而回饋社會。,S,Yes,中華開發文教基金會贊助「技藝職能獎學金」培育清寒優秀及培育潛在專業技能為目標。,already,Yes,獎學金申請對象為具中華民國國民身分且經教育部認可之各公私立高中/職、大專院校（含研究所、碩士班）藝術、體育、技職類清寒優秀學子，以協助清寒優秀學子順利完成學業、精進技能，並在職場上成為技藝達人，翻轉自身更進而回饋社會。,Clear,kgi,2883,121,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/kgi_2883_page_121.pdf,https://www.kgi.com/zh-tw/esg
10419,V4000_57003,2024 年提報董事會報告    - 陳報本公司合併報表子公司溫室氣體盤查及查證執行進度，共 4 次。  - 提報永續中長期目標設定情形。  - 提報並通過核議案訂定本公司維護生物多樣性暨零毀林承諾及修正本公司供應鏈管理政策。  - 提報本公司 2023 年永續報告書核議案，說明永續報告書編制內容包含：  1. 2023 年永續目標執行實績及 2024 年永續目標擬定  2. 重大議題鑑別、重要利害關係人鑑別、溝通管道、回應方式及頻率等溝通情形  3. 依氣候相關財務揭露建議書(TCFD) 架構專章揭露企業對氣候相關風險與機會之治理情形  4. 本公司永續供應鏈管理執行情形  5. 本公司環境管理實績  6. 依 GRI 準則對於人權議題揭露之要求，分階段執行人權盡職調查 2023 年執行成果,G,No,,N/A,N/A,,N/A,ymtc,2609,19,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ymtc_2609_page_19.pdf,https://esg.yangming.com/esg/sustainability_report/1/
10420,V4000_61097,本公司已於 2021 年經董事長通過氣候變遷管理辦法，並於辦法中劃分氣候治理與權責架構，本公司依循此辦法及金控相關準則，定期執行氣候變遷風險與機會衡量，自 2018 年起定期進行氣候變遷風險評估，氣候變遷風險管理係參考 TCFD 氣候風險重大性評估方法，評估各風險因子項目脆弱度及衝擊程度並研擬相應之風險回應措施。在氣候變遷方面，除積極參與相關教育訓練與相關會議、加強對外揭露等，另有參與金控 TCFD 精進專案。此外，本公司已執行其他氣候變遷管理事項，包括：氣候變遷風險暴險分析及壓力測試、營運據點淹水潛勢分析及投資部位敏感度分析。,E,Yes,定期執行氣候變遷風險與機會衡量，,already,Yes,自 2018 年起定期進行氣候變遷風險評估，氣候變遷風險管理係參考 TCFD 氣候風險重大性評估方法，評估各風險因子項目脆弱度及衝擊程度並研擬相應之風險回應措施。,Clear,fubon,2881,49,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fubon_2881_page_49.pdf,https://esg.fubonlife.com.tw/esg-report
10421,V4000_63069,持續與投資人建立積極且有效的溝通，向投資人說明公司財務、公司 ESG 的發展近況與未來目標及營運等相關資訊，並將投資人的意見與期待，如公司的減碳目標、供應鏈管理、管理薪酬以及公司治理等等，適時回饋予公司管理層，保持良好的雙向互動。,G,Yes,持續與投資人建立積極且有效的溝通，向投資人說明公司財務、公司 ESG 的發展近況與未來目標及營運等相,between_2_and_5_years,Yes,公司的減碳目標、供應鏈管理、管理薪酬以及公司治理等,Not Clear,delta,2308,31,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/delta_2308_page_31.pdf,https://esg.deltaww.com/CSR-Reports
10422,V4000_22085,日月光投控舉辦第三屆永續創新競賽，藉由競賽形式徵集具前瞻性的提案，以實質合作夥伴關係，支持新創團隊，共同實踐低碳使命、循環再生、社會共融、價值共創等永續價值。本次競賽聚焦「綠能低碳」、「循環經濟」兩大主題，透過獎金實質支持新創團隊，並提供入圍決選的 6 組團隊培力課程，進行商業輔導與育成，協助團隊完善其提案與商務模式，培養可持續性合作的創新夥伴。我們也期望與新創團隊合作，希望能結合日月的力量，共同實踐環境保護，共創永續影響力。,E,Yes,我們也期望與新創團隊合作，希望能結合日月的力量，共同實踐環境保護，共創永續影響力。,already,Yes,日月光投控舉辦第三屆永續創新競賽，藉由競賽形式徵集具前瞻性的提案，以實質合作夥伴關係，支持新創團隊，共同實踐低碳使命、循環再生、社會共融、價值共創等永續價值。本次競賽聚焦「綠能低碳」、「循環經濟」兩大主題，透過獎金實質支持新創團隊，並提供入圍決選的 6 組團隊培力課程，進行商業輔導與育成，協助團隊完善其提案與商務模式，培養可持續性合作的創新夥伴。我,Clear,aseh,3711,4,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/aseh_3711_page_4.pdf,https://www.aseglobal.com/ch/csr/csr-download/
10423,V4000_61089,為更積極推動供應商永續管理，履行企業永續發展承諾與責任，強化供應商 CSR 項目之表現，自 2019 年起，連續 6 年共邀請 289 家供應商共同參與金控供應商永續管理評鑑作業，目的為透過 CSR 審查了解各供應商實行永續推動情形並強化各合作廠商能與國際標準對接，且與供應商分享「碳管理」理念及作法，宣導氣候變遷對地球之影響，建構「供應商永續管理」之關係，推廣永續採購政策，希望由下而上提升整體產業價值鏈，發揮企業領導與串聯各界影響力，攜手供應商以互惠互利的共生模式，共同實踐企業社會責任。,E,Yes,為更積極推動供應商永續管理，履行企業永續發展承諾與責任，強化供應商 CSR 項目之表現， ｜ 推廣永續採購政策，希望由下而上提升整體產業價值鏈，發揮企業領導與串聯各界影響力，攜手供應商以互惠互利的共生模式，共同實踐企業社會責任。,already,Yes,自 2019 年起，連續 6 年共邀請 289 家供應商共同參與金控供應商永續管理評鑑作業，目的為透過 CSR 審查了解各供應商實行永續推動情形並強化各合作廠商能與國際標準對接，且與供應商分享「碳管理」理念及作法，宣導氣候變遷對地球之影響，建構「供應商永續管理」之關係，,Clear,fubon,2881,145,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fubon_2881_page_145.pdf,https://esg.fubonlife.com.tw/esg-report
10424,V4000_13036,這些行動不僅體現研華歐洲對 ESG 價值的落實，也進一步將永續理念具體融入教育與場域管理。未來，研華歐洲將持續深化自然共融策略，擴大自然友善空間與環境教育合作，打造人與自然共生的綠色社會環境。,E,Yes,未來，研華歐洲將持續深化自然共融策略，擴大自然友善空間與環境教育合作，打造人與自然共生的綠色社會環境。,between_2_and_5_years,No,,N/A,acl,2395,217,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/acl_2395_page_217.pdf,https://esg.advantech.com/zh-tw/downloads/sustainability-report
10425,V4000_57038,南亞科技持續改善並推動安全文化，所有營運據點已通過 ISO 45001 管理系統，並訂定《NDAZ-0002 環安衛管理手冊》符合 ISO 45001 管理架構精神，制定《環安衛管理手冊》及相關規範，以防止職業災害並保障所有工作者安全、健康與優質的工作環境，使公司所有工作者在進行業務活動時，具備危害預知能力據以防止職業災害發生，以期達到「零公傷與零職業病」的目標。,S,Yes,南亞科技持續改善並推動安全文化，,between_2_and_5_years,Yes,所有營運據點已通過 ISO 45001 管理系統，並訂定《NDAZ-0002 環安衛管理手冊》符合 ISO 45001 管理架構精神，制定《環安衛管理手冊》及相關規範，以防止職業災害並保障所有工作者安全、健康與優質的工作環境，使公司所有工作者在進行業務活動時，具備危害預知能力據以防止職業災害發生，以期達到「零公傷與零職業病」的目標。,Clear,npc,1303,8,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/npc_1303_page_8.pdf,https://www.nanya.com/ESG/tw
10426,V4000_36077,台泥在和平村的社會參與於2023年進入「共同行動」的新階段，從單向支持轉向與地方深度協作，旨在更精準地應對氣候變遷和產業轉型挑戰，並減輕2040年和平電廠除役對當地經濟與社會的影響。台泥於2023年啟動「減碳生活親子存摺」計畫，透過垃圾減量、資源回收、節約能源等活動，提升居民環保意識。台泥專業團隊量化減碳數字，將節能行為轉換成「碳幣」，以獎勵方式提高參與意願，引導家長陪伴學童，一起養成日常減碳習慣，透過實體存摺記錄與「碳幣」回饋機制，將日常資源回收與節能行動轉化為具體的獎勵，累計之碳幣可「交易」具碳標籤之商品。,S,Yes,台泥在和平村的社會參與於2023年進入「共同行動」的新階段，從單向支持轉向與地方深度協作，旨在更精準地應對氣候變遷和產業轉型挑戰，並減輕2040年和平電廠除役對當地經濟與社會的影響。台,longer_than_5_years,Yes,台泥於2023年啟動「減碳生活親子存摺」計畫，透過垃圾減量、資源回收、節約能源等活動，提升居民環保意識。台泥專業團隊量化減碳數字，將節能行為轉換成「碳幣」，以獎勵方式提高參與意願，引導家長陪伴學童，一起養成日常減碳習慣，透過實體存摺記錄與「碳幣」回饋機制，將日常資源回收與節能行動轉化為具體的獎勵，累計之碳幣可「交易」具碳標籤之商品。,Clear,tcc,1101,188,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcc_1101_page_188.pdf,https://www.tccgroupholdings.com/tw/esgReport.html
10427,V4000_27082,萬海於 2023 年通過 ISO 27001 最新版本認證，推動國際標準資安管理制度，確保核心系統的可用性、機敏資訊的保密性與資訊資產的完整性，並將總部的網路安全政策延伸至海外據點。同時，萬海作為 TWCERT/CC 成員，與國內外機構共享資安情資，共同提升台灣整體資安防護能力。2024 年無客戶個資遺失或被侵犯的資安投訴事件，亦無來自監管機關之投訴。,S,Yes,同時，萬海作為 TWCERT/CC 成員，與國內外機構共享資安情資，共同提升台灣整體資安防護能力。,already,Yes,萬海於 2023 年通過 ISO 27001 最新版本認證，推動國際標準資安管理制度，確保核心系統的可用性、機敏資訊的保密性與資訊資產的完整性，並將總部的網路安全政策延伸至海外據點。 ｜ 2024 年無客戶個資遺失或被侵犯的資安投訴事件，亦無來自監管機關之投訴。,Clear,wanhai,2615,48,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wanhai_2615_page_48.pdf,https://esg.wanhai.com/wanhai/download?d=503295611635b4bd41da85
10428,V4000_31048,為落實個資保護，本公司除每年規劃個人資料保護教育訓練外，亦持續通過國際標準驗證。2022 年 11 月通過 PIMS (個資保護管理) 之 3 年重審作業，確保證書之有效性。2023 年及 2024 年除原驗證範圍續審外，配合公司試辦業務以及擴展 PIMS 認證範圍計畫，將試辦業務範圍及通路、財會之部分業務納入認證，並持續以「無主要、次要不符合事項」完成續審及擴大認證。,S,Yes,為落實個資保護，,already,Yes,本公司除每年規劃個人資料保護教育訓練外，亦持續通過國際標準驗證。2022 年 11 月通過 PIMS (個資保護管理) 之 3 年重審作業，確保證書之有效性。2023 年及 2024 年除原驗證範圍續審外，配合公司試辦業務以及擴展 PIMS 認證範圍計畫，將試辦業務範圍及通路、財會之部分業務納入認證，並持續以「無主要、次要不符合事項」完成續審及擴大認證。,Clear,fubon,2881,106,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fubon_2881_page_106.pdf,https://esg.fubonlife.com.tw/esg-report
10429,V4000_47037,台塑石化蒐集衝擊因子參考 GRI 行業準則 (GRI 11)、SASB、TCFD、上市上櫃公司永續發展實務守則、ISO 26000 社會責任、國際評比、產業議題、聯合國 SDGs、全球性趨勢議題及媒體報導等，鑑別衝擊因子以及對企業產生的正負影響，整理出 109 個衝擊因子。相關「企業衝擊因子」整合成 23 個永續議題。,E;S;G,No,,N/A,N/A,,N/A,fpcc,6505,13,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fpcc_6505_page_13.pdf,https://fpcc-esg.com/
10430,V4000_64035,本集團定期舉辦個人資料保護之教育訓練，如合庫銀行舉辦「個人資料保護管理認知宣導及教育訓練」、合庫人壽於數位學習平台提供「個人資料保護」課程，以提高員工日常作業利用個人資料之適法性及安全性意識。,S,Yes,本集團定期舉辦個人資料保護之教育訓練，如合庫銀行舉辦「個人資料保護管理認知宣導及教育訓練」、合庫人壽於數位學習平台提供「個人資料保護」課程，以提高員工日常作業利用個人資料之適法性及安全性意識。,longer_than_5_years,Yes,如合庫銀行舉辦「個人資料保護管理認知宣導及教育訓練」、合庫人壽於數位學習平台提供「個人資料保護」課程，以提高員工日常作業利用個人資料之適法性及安全性意識。,Clear,tcfhc,5880,96,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_96.pdf,https://esg.tcfhc.com.tw/report-download/
10431,V4000_47076,商品生產後，即透過物流運送至各門市；如何確保商品在運輸過程中的品質，係為穩固商品品質與安全的重要關鍵。因此，雖然物流公司並非本報告書主要揭露範疇，有鑑於其對於商品安全的影響，於此揭露物流之運作。統一超商的商品及原料由供應商及代工廠製造後，透過物流公司運送至各門市，為確保商品運送、儲存及展示過程中的品質維護與保障，降低物流過程中溫度、人員、衛生對產品品質產生的潛在風險，我們與物流公司合作導入初次運輸管理與門市商品管理與服務查核。初次運輸管理透過運輸整合，將品質控管流程由門市配送向上游推到供應商接貨端，建立全流程品質控管。2024 年持續運輸導入達 100% 的產品包含獨家販售和自有品牌之米飯、鮮食麵、沙拉、熟菜、冷藏調理麵包及生鮮食品。,S,Yes,因此，雖然物流公司並非本報告書主要揭露範疇，有鑑於其對於商品安全的影響，於此揭露物流之運作。,already,Yes,我們與物流公司合作導入初次運輸管理與門市商品管理與服務查核。 ｜ 初次運輸管理透過運輸整合，將品質控管流程由門市配送向上游推到供應商接貨端，建立全流程品質控管。,Clear,pcsc,2912,37,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/pcsc_2912_page_37.pdf,https://www.7-11.com.tw/Company/esg/reports.aspx
10432,V4000_54056,社會面：產學合作與人才培育推手典範，長期深耕體育與文化影響力  台新金控致力於創造多元、平等、共融的工作環境，在人才培育方面，台新的「Early Win 職場體驗計畫」簽訂多項產學合作，每年幫助逾 400 名青年學子探索職涯方向，已有逾百名實習生畢業後轉任正職，實現企業、學校、政府、人才間的多贏局面。台新常年將教育視為永續發展關鍵之一，2024 年發揮金融本業知識，攜手關懷協會等團體舉辦「理財工作坊」，由台新志工為 50 多名國小學童提供理財、儲蓄、投資與反詐騙等課程，讓偏鄉學童從小接觸與熟悉金融智識，並將其列入普惠金融面向的 2030 中長期永續發展目標。,S,Yes,每年幫助逾 400 名青年學子探索職涯方向，已 ｜ 並將其列入普惠金融面向的 2030 中長期永續發展目標。,longer_than_5_years,Yes,「理財工作坊」，由台新志工為 50 多名國小學童提供理財、儲蓄、投資與反詐騙等課程，,Clear,taishin,2887,5,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/taishin_2887_page_5.pdf,https://www.tsholdings.com.tw/tsh/responsibility/report/
10433,V4000_23031,將董事會運作、成員參與及貢獻、對ESG之參與等項目納入評估範圍，於每年度終了後執行內部董事會評估績效，並由薪資報酬委員會彙總分析，向董事會提出評估報告及具體改善建議方案，本公司並於2023年5月委由社團法人中華公司治理協會辦理董事會效能外部評估，其對於本公司重視董事會組成之多元性、獨立董事占董事會席次過半並與管理階層互動密切等多所肯定，認為本公司對於落實公司治理制度及提升董事會效能積極主動，藉由外部獨立客觀之檢視，尋求精進機會。2024年度董事會績效效果由董事會成員以自評方式辦理，平均分數超過4.98分(滿分5分)，其運作制度健全完善。,G,Yes,於每年度終了後執行內部董事會評估績效，並由薪資報酬委員會彙總分析，向董事會提出評估報告及具體改善建議方案，本,already,Yes,2024年度董事會績效效果由董事會成員以自評方式辦理，平均分數超過4.98分(滿分5分)，其運作制度健全完善。,Clear,twm,3045,71,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_71.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
10434,V4000_61004,本公司為關懷弱勢族群，設置無障礙友善櫃檯、提供身障客戶預約服務，客戶可撥打客服專線或以網路留言方式進行預約，客戶服務櫃檯會安排專人至櫃檯門口或電梯口接送與導引；櫃檯門口亦設有服務鈴或安排專人引導，同時櫃檯內備有輪椅、老花眼鏡、LED 放大鏡等貼心輔具。,S,Yes,本公司為關懷弱勢族群，,already,Yes,設置無障礙友善櫃檯、提供身障客戶預約服務，客戶可撥打客服專線或以網路留言方式進行預約，客戶服務櫃檯會安排專人至櫃檯門口或電梯口接送與導引；櫃檯門口亦設有服務鈴或安排專人引導，同時櫃檯內備有輪椅、老花眼鏡、LED 放大鏡等貼心輔具。,Clear,fubon,2881,92,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/fubon_2881_page_92.pdf,https://esg.fubonlife.com.tw/esg-report
10435,V4000_35052,「落實環安教育，持續循環改善」是奇鋐科技的環境安全管理方針，公司致力於職業健康安全教育培訓的投入，以保證安全生產、提高安全生產水準，提升員工職業健康安全與保護環境意識。奇鋐科技集團向生產作業的員工、產線組長及外包施工方等提供免費並在有償工作時間內的職業健康安全培訓。培訓的內容包括但不限於：職業危害識別與防護、工業機械安全、化學品的安全使用、用電安全、環境保護、消防疏散逃生應急知識等。培訓統一採用以工作者易於理解之語言進行，培訓類型包含：崗前培訓、年度在崗培訓、三級培訓、外部機構培訓等多種形式，員工培訓後採取口試、筆試、實際操作等方式評估效果。強調員工的自我保護意識，告知員工有權於工作中如發現危險情況時，主動避險，並無須擔心任何不利的處分。2024年，公司未發生任何因安全疑慮引發的事故。,S,Yes,落實環安教育，持續循環改善」 ｜ 公司致力於職業健康安全教育培訓的投入，以保證安全生產、提高安全生產水準，提升員工職業健康安全與保護環境意識。,already,Yes,奇鋐科技集團向生產作業的員工、產線組長及外包施工方等提供免費並在有償工作時間內的職業健康安全培訓。培訓的內容包括但不限於：職業危害識別與防護、工業機械安全、化學品的安全使用、用電安全、環境保護、消防疏散逃生應急知識等。培訓統一採用以工作者易於理解之語言進行，培訓類型包含：崗前培訓、年度在崗培訓、三級培訓、外部機構培訓等多種形式，員工培訓後採取口試、筆試、實際操作等方式評估效果。強調員工的自我保護意識，告知員工有權於工作中如發現危險情況時，主動避險，並無須擔心任何不利的處分。2024年，公司未發生任何因安全疑慮引發的事故。,Clear,avc,3017,110,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/avc_3017_page_110.pdf,https://www.avc.co/zh-tw/CorporateResponsibility/CorporateCSR
